sex,row_number,liters_drunk,age,drink,check_number,label
0,44.0,2,16,Water,8210,0
0,25.0,2,17,Fanta,4439,0
1,83.0,5,32,Water,5300,1
1,6.0,2,21,Beerbeer,2916,1
0,41.0,0,30,Bugbeer,5526,1
1,13.0,3,15,Water,939,1
1,88.0,5,20,Water,9218,1
0,85.0,1,71,Beerbeer,1174,1
1,54.0,1,46,Beerbeer,8180,0
1,99.0,3,56,Strong beer,258,1
0,76.0,4,73,Water,4275,0
1,2.0,3,73,Beerbeer,3796,0
1,21.0,5,46,Beerbeer,8774,1
1,60.0,2,29,Beerbeer,1362,1
0,79.0,1,72,Water,4993,1
0,43.0,5,24,Strong beer,8112,1
0,30.0,3,52,Water,685,1
1,75.0,5,80,Strong beer,9908,1
0,49.0,4,14,Cola,1159,0
1,9.0,0,54,Strong beer,5185,0
0,43.0,2,76,Water,6139,1
1,83.0,2,28,Strong beer,4768,1
1,20.0,0,37,Cola,3227,1
1,65.0,3,29,Strong beer,5104,1
1,39.0,4,20,Water,9208,0
0,27.0,5,57,Strong beer,9829,1
0,19.0,4,35,Cola,3287,1
0,84.0,5,47,Fanta,4855,0
0,100.0,4,39,Water,3658,1
1,2.0,2,68,Water,8321,1
1,100.0,5,28,Water,9649,1
0,46.0,1,50,Fanta,5226,0
0,25.0,3,73,Beerbeer,7546,0
1,72.0,0,23,Cola,4577,1
1,93.0,3,21,Bugbeer,2437,1
1,16.0,1,37,Fanta,1810,1
0,21.0,3,61,Fanta,6433,0
0,28.0,5,14,Water,32,1
0,16.0,4,65,Bugbeer,695,1
1,5.0,5,57,Strong beer,2099,1
1,36.0,5,79,Bugbeer,1309,1
1,71.0,1,34,Bugbeer,1621,1
1,8.0,2,32,Strong beer,9816,1
1,7.0,3,78,Fanta,2917,0
0,42.0,5,56,Beerbeer,3315,1
1,7.0,3,38,Beerbeer,668,1
0,54.0,4,42,Strong beer,9940,1
0,45.0,3,67,Beerbeer,5539,0
0,32.0,1,43,Fanta,5067,0
1,89.0,2,60,Bugbeer,3459,0
0,9.0,1,47,Fanta,342,1
0,73.0,4,71,Fanta,4268,1
0,3.0,2,18,Cola,1315,1
0,23.0,2,40,Cola,746,0
1,0.0,1,71,Water,3355,0
1,23.0,2,80,Cola,4935,0
1,89.0,5,31,Cola,5270,1
1,18.0,3,71,Fanta,3599,0
1,42.0,1,45,Strong beer,3221,1
1,90.0,0,58,Cola,5960,0
1,25.0,0,12,Cola,2431,1
0,26.0,1,21,Bugbeer,7261,1
0,46.0,2,45,Fanta,6844,0
1,91.0,1,61,Cola,5706,1
0,24.0,3,66,Strong beer,5488,0
0,6.0,1,43,Fanta,135,1
1,27.0,2,15,Cola,2519,1
0,70.0,0,76,Strong beer,9145,1
1,13.0,2,49,Beerbeer,2791,1
0,10.0,1,14,Fanta,188,1
0,25.0,2,33,Strong beer,7530,1
0,76.0,3,25,Strong beer,8246,0
0,91.0,4,21,Water,7705,1
0,6.0,0,15,Fanta,8732,1
1,77.0,4,77,Strong beer,586,1
0,85.0,0,50,Strong beer,1227,1
0,18.0,0,58,Cola,36,0
0,89.0,0,43,Water,6985,1
1,28.0,3,29,Water,694,1
1,6.0,2,16,Fanta,7085,1
1,55.0,0,11,Fanta,4007,0
0,100.0,0,73,Bugbeer,5965,0
1,72.0,3,40,Strong beer,1420,0
1,100.0,4,80,Bugbeer,8846,1
1,63.0,0,64,Bugbeer,2529,0
0,63.0,2,74,Water,9762,0
1,100.0,4,16,Water,9759,1
0,43.0,2,43,Fanta,3199,1
0,60.0,2,44,Fanta,6519,1
0,17.0,1,43,Bugbeer,1004,0
1,85.0,0,65,Beerbeer,4566,1
0,14.0,0,47,Water,168,0
0,56.0,2,73,Beerbeer,8265,0
1,100.0,4,66,Strong beer,8649,1
1,100.0,3,73,Cola,5234,1
0,16.0,4,47,Beerbeer,9087,1
1,75.0,4,17,Water,8129,1
0,43.0,3,12,Cola,4933,1
1,32.0,2,42,Beerbeer,2786,0
1,67.0,5,67,Cola,6164,1
0,43.0,1,69,Fanta,5239,1
0,51.0,0,69,Strong beer,2081,1
1,78.0,2,68,Bugbeer,1510,0
0,87.0,1,54,Beerbeer,2950,1
1,89.0,1,60,Cola,76,1
1,26.0,2,76,Strong beer,387,1
1,53.0,3,44,Water,9032,1
0,62.0,0,23,Bugbeer,3458,0
1,30.0,2,18,Water,7709,1
0,62.0,0,27,Fanta,914,1
1,17.0,5,62,Cola,6814,1
0,21.0,4,47,Beerbeer,5076,1
0,22.0,0,79,Fanta,8161,0
0,100.0,2,32,Beerbeer,3077,0
1,30.0,5,70,Strong beer,6728,1
1,15.0,5,32,Cola,4000,0
1,82.0,3,62,Bugbeer,2460,0
1,59.0,5,43,Fanta,9157,1
1,33.0,1,53,Fanta,3310,0
0,100.0,0,38,Bugbeer,9947,0
1,74.0,3,77,Fanta,4233,1
1,94.0,2,59,Beerbeer,2896,1
0,38.0,1,58,Strong beer,2055,0
0,93.0,2,18,Fanta,6176,1
1,86.0,0,13,Fanta,386,1
1,0.0,0,36,Bugbeer,4822,0
0,6.0,5,40,Beerbeer,9050,1
0,3.0,4,50,Beerbeer,3050,1
1,97.0,1,56,Strong beer,5351,0
0,69.0,4,59,Fanta,5973,0
0,80.0,1,41,Cola,1592,1
0,49.0,0,45,Bugbeer,659,0
0,88.0,1,24,Cola,4328,0
1,6.0,4,77,Bugbeer,5118,1
1,96.0,2,21,Water,4685,0
0,7.0,1,43,Fanta,2314,0
0,87.0,1,45,Cola,3604,0
1,30.0,2,75,Bugbeer,776,1
0,79.0,0,71,Strong beer,4126,1
1,49.0,5,47,Water,306,1
0,13.0,4,17,Cola,3967,0
0,1.0,0,10,Cola,2803,1
1,70.0,0,74,Bugbeer,9183,1
1,53.0,4,32,Fanta,5129,1
0,9.0,5,43,Water,7865,1
1,64.0,2,57,Strong beer,4983,1
0,81.0,3,10,Cola,9775,0
0,43.0,3,17,Fanta,6899,1
0,35.0,2,68,Cola,9839,1
1,55.0,0,58,Fanta,381,0
0,69.0,5,27,Strong beer,4859,1
0,55.0,1,76,Water,4930,0
1,26.0,4,10,Cola,8654,1
0,0.0,3,55,Water,8262,0
0,100.0,4,49,Bugbeer,8525,1
1,58.0,5,42,Beerbeer,3386,1
0,94.0,3,62,Fanta,602,0
1,100.0,1,46,Beerbeer,5172,1
0,0.0,2,21,Strong beer,3186,1
0,55.0,3,77,Beerbeer,325,1
1,40.0,0,35,Cola,5572,0
0,83.0,2,41,Strong beer,5135,0
0,74.0,5,36,Beerbeer,4527,1
0,40.0,2,32,Cola,7218,1
0,78.0,2,64,Cola,6145,1
0,96.0,5,77,Water,5798,1
0,54.0,1,70,Bugbeer,8090,1
1,36.0,2,33,Beerbeer,2466,1
1,93.0,2,21,Fanta,3500,1
0,58.0,1,59,Strong beer,6003,1
1,75.0,1,42,Beerbeer,2938,0
1,53.0,3,29,Water,4788,1
1,57.0,4,11,Fanta,1404,1
1,32.0,2,41,Water,6706,1
1,58.0,2,63,Bugbeer,3602,1
1,11.0,3,67,Fanta,9234,1
1,98.0,5,27,Water,971,1
1,94.0,0,10,Fanta,8120,1
0,100.0,2,57,Beerbeer,7227,1
1,50.0,2,62,Fanta,7302,1
1,100.0,3,44,Water,7809,1
0,44.0,1,69,Water,9612,1
0,66.0,2,29,Strong beer,8503,0
0,12.0,0,35,Cola,8250,0
0,1.0,2,53,Beerbeer,8648,1
0,33.0,0,12,Water,4632,0
1,84.0,0,47,Strong beer,3626,1
0,100.0,3,24,Strong beer,8331,1
1,77.0,1,41,Cola,105,0
0,47.0,1,76,Bugbeer,767,0
1,31.0,2,80,Beerbeer,1583,1
0,45.0,4,61,Strong beer,2553,0
1,100.0,5,52,Fanta,942,0
1,34.0,2,74,Cola,3960,1
1,19.0,2,50,Fanta,3871,1
1,13.0,1,26,Beerbeer,1743,0
0,15.0,0,46,Bugbeer,5306,1
1,37.0,2,70,Beerbeer,669,1
1,68.0,5,26,Fanta,6919,0
1,16.0,2,64,Cola,1135,0
0,65.0,4,76,Strong beer,1746,0
0,8.0,5,29,Bugbeer,600,1
1,16.0,1,38,Water,8480,1
0,95.0,0,75,Strong beer,6291,1
1,91.0,5,56,Strong beer,2274,1
1,21.0,2,41,Bugbeer,5065,0
0,28.0,0,55,Bugbeer,3818,0
0,74.0,2,33,Strong beer,3339,1
0,35.0,5,16,Cola,8962,1
0,75.0,2,56,Water,7614,1
0,18.0,1,42,Water,1669,1
0,100.0,0,62,Bugbeer,8022,0
1,77.0,4,76,Water,7569,1
1,85.0,2,59,Fanta,1526,1
1,76.0,1,56,Bugbeer,5451,1
1,16.0,0,33,Fanta,4862,0
0,38.0,2,77,Water,1244,1
1,77.0,2,21,Strong beer,2577,1
1,90.0,1,14,Cola,7356,1
1,90.0,4,80,Fanta,7421,1
0,100.0,2,45,Water,902,1
1,74.0,2,12,Cola,5906,1
0,64.0,1,47,Beerbeer,210,1
1,78.0,1,74,Strong beer,3014,0
0,47.0,1,75,Bugbeer,9766,0
1,6.0,1,47,Strong beer,2988,0
0,44.0,2,64,Fanta,6341,0
1,9.0,0,38,Cola,5264,0
0,28.0,2,11,Water,5881,1
1,68.0,3,38,Beerbeer,7281,1
1,4.0,4,59,Fanta,7787,1
1,78.0,1,58,Beerbeer,6028,0
1,5.0,4,45,Bugbeer,1585,1
0,34.0,1,71,Beerbeer,8212,0
0,96.0,0,79,Beerbeer,3908,1
1,69.0,2,70,Water,6364,0
1,17.0,2,52,Fanta,5257,1
0,46.0,5,61,Fanta,9570,1
0,45.0,4,18,Water,312,1
1,14.0,4,20,Cola,3359,0
0,62.0,2,45,Cola,726,1
1,17.0,2,67,Beerbeer,5119,0
1,79.0,3,13,Fanta,780,1
1,26.0,5,42,Bugbeer,566,1
1,100.0,1,62,Strong beer,4760,0
1,99.0,1,78,Beerbeer,1750,1
1,52.0,2,38,Beerbeer,7076,1
0,44.0,2,60,Water,4830,1
1,32.0,0,12,Cola,1374,1
1,51.0,1,71,Water,1383,0
1,91.0,0,77,Strong beer,134,1
0,80.0,2,69,Cola,6071,1
1,63.0,1,43,Beerbeer,4723,0
1,60.0,2,63,Water,4503,1
0,45.0,3,34,Cola,6408,1
0,29.0,1,47,Fanta,6576,1
1,96.0,3,52,Beerbeer,1939,0
1,53.0,2,63,Water,3192,0
0,96.0,3,75,Water,1337,0
0,85.0,0,20,Cola,6426,0
0,87.0,1,80,Cola,414,0
0,74.0,3,31,Water,3407,1
0,39.0,2,59,Strong beer,6270,0
0,86.0,1,52,Fanta,1866,1
0,76.0,0,67,Water,5419,1
0,33.0,0,15,Cola,6065,0
0,87.0,4,49,Strong beer,2370,1
0,14.0,2,49,Bugbeer,51,1
0,23.0,4,20,Fanta,8345,0
0,77.0,5,54,Bugbeer,6034,1
1,3.0,3,54,Fanta,9719,0
0,47.0,2,30,Cola,9020,0
0,65.0,0,42,Cola,2330,1
1,65.0,4,62,Cola,9038,0
1,86.0,2,62,Bugbeer,6166,0
1,77.0,0,70,Fanta,3371,1
1,100.0,1,29,Water,2637,0
0,59.0,0,26,Fanta,8105,1
0,97.0,1,53,Cola,379,1
1,42.0,2,55,Water,8402,1
0,14.0,5,69,Fanta,6447,1
0,85.0,3,29,Water,2585,1
0,58.0,2,18,Fanta,7388,0
1,9.0,0,72,Fanta,7852,0
1,50.0,2,16,Fanta,2498,1
0,75.0,4,71,Water,6585,1
1,96.0,0,37,Fanta,1529,1
0,77.0,2,44,Bugbeer,4806,0
1,86.0,3,19,Water,7142,1
0,4.0,2,70,Beerbeer,9757,1
0,62.0,4,63,Cola,2833,1
0,85.0,3,49,Fanta,5176,0
0,33.0,4,22,Fanta,6517,1
1,100.0,3,68,Strong beer,7936,1
0,100.0,2,43,Fanta,327,1
0,74.0,2,24,Fanta,4371,1
1,19.0,0,39,Beerbeer,9187,1
0,91.0,1,70,Cola,2140,1
0,93.0,3,31,Fanta,6475,0
0,50.0,1,17,Cola,5329,0
1,87.0,2,57,Strong beer,6804,0
1,68.0,4,21,Cola,9771,1
1,37.0,3,13,Water,4992,1
0,98.0,3,36,Bugbeer,9869,1
0,73.0,0,53,Beerbeer,2118,0
0,68.0,5,50,Bugbeer,2670,0
0,29.0,4,40,Strong beer,4221,1
0,24.0,1,51,Bugbeer,4059,0
1,73.0,2,26,Bugbeer,2281,0
1,28.0,2,53,Beerbeer,664,1
1,89.0,5,78,Cola,775,1
1,24.0,4,68,Cola,8821,1
0,51.0,2,71,Bugbeer,5141,0
1,98.0,4,79,Bugbeer,1853,0
0,46.0,3,52,Water,6206,1
1,59.0,5,80,Beerbeer,5886,1
0,29.0,2,60,Water,2175,1
1,96.0,0,32,Strong beer,2957,0
1,78.0,2,45,Fanta,2478,1
1,47.0,4,23,Strong beer,710,1
0,1.0,4,72,Strong beer,6776,0
0,100.0,4,30,Cola,7464,0
0,23.0,2,46,Strong beer,8672,0
1,38.0,4,46,Cola,9624,1
0,11.0,5,40,Beerbeer,5291,1
0,27.0,4,11,Water,5537,1
0,61.0,2,14,Cola,1818,1
1,9.0,0,68,Beerbeer,8083,1
1,39.0,3,34,Water,8263,1
1,58.0,2,20,Water,7957,1
1,58.0,2,46,Water,44,0
0,93.0,5,58,Fanta,984,0
1,52.0,0,54,Beerbeer,8861,1
0,19.0,0,18,Fanta,887,0
0,58.0,5,11,Cola,4713,1
1,5.0,3,22,Beerbeer,6230,1
1,51.0,1,60,Cola,3391,0
1,20.0,3,66,Water,6481,1
1,87.0,1,26,Beerbeer,4186,0
0,48.0,0,15,Water,8979,0
1,21.0,5,56,Beerbeer,2504,1
0,38.0,2,43,Cola,2512,0
0,89.0,4,15,Fanta,5721,1
0,83.0,3,45,Fanta,454,0
1,65.0,0,69,Fanta,4825,1
1,31.0,4,73,Fanta,8121,1
1,99.0,2,71,Bugbeer,7135,0
0,5.0,4,73,Fanta,1113,0
0,20.0,2,19,Cola,3294,0
1,58.0,3,11,Fanta,80,0
0,85.0,1,57,Strong beer,4719,0
1,43.0,5,61,Cola,8061,1
1,86.0,4,55,Fanta,6245,0
1,2.0,4,75,Strong beer,2622,0
0,7.0,2,66,Fanta,8155,0
0,95.0,0,27,Cola,6699,0
0,48.0,1,55,Strong beer,8427,1
0,88.0,5,77,Cola,8113,0
1,4.0,3,28,Strong beer,2937,0
0,18.0,4,36,Cola,2902,0
0,31.0,3,52,Water,2171,0
0,40.0,5,73,Strong beer,5674,1
0,94.0,5,79,Strong beer,4423,1
0,97.0,0,10,Fanta,4006,1
1,3.0,1,79,Fanta,29,1
1,39.0,0,57,Fanta,4097,1
0,56.0,4,18,Fanta,6937,1
0,100.0,2,54,Beerbeer,6763,0
1,82.0,5,41,Bugbeer,1950,1
1,69.0,2,28,Strong beer,4254,1
1,13.0,4,49,Beerbeer,1079,1
0,77.0,2,23,Fanta,7846,1
1,83.0,0,75,Strong beer,3301,0
0,69.0,2,32,Water,1377,0
1,28.0,3,41,Bugbeer,3730,0
1,64.0,4,23,Strong beer,1557,1
1,28.0,2,77,Cola,3396,0
1,25.0,0,52,Water,6180,0
1,13.0,0,41,Beerbeer,2717,1
0,66.0,0,23,Strong beer,5210,1
1,63.0,3,40,Water,7895,1
1,88.0,1,79,Water,7743,1
0,61.0,5,56,Strong beer,9830,0
1,81.0,1,11,Water,2041,0
1,13.0,4,10,Water,1301,0
0,41.0,2,38,Cola,2647,1
1,31.0,1,67,Water,8827,1
1,72.0,0,80,Bugbeer,395,1
1,100.0,3,39,Cola,2310,0
1,24.0,4,17,Cola,6386,1
0,98.0,2,28,Fanta,4746,1
1,37.0,5,43,Cola,6010,0
0,17.0,1,74,Water,3280,0
1,27.0,5,67,Beerbeer,4160,0
0,53.0,0,12,Cola,186,0
0,45.0,0,64,Bugbeer,3190,0
1,19.0,4,74,Water,682,1
0,75.0,4,25,Beerbeer,969,1
0,87.0,2,54,Strong beer,3891,0
1,31.0,2,37,Bugbeer,5137,1
0,30.0,2,25,Bugbeer,7253,0
1,82.0,3,37,Fanta,1952,0
1,91.0,4,56,Bugbeer,703,1
0,43.0,5,58,Bugbeer,2597,1
0,58.0,1,17,Water,3268,0
0,31.0,2,55,Water,7116,0
1,37.0,3,67,Water,2906,0
0,64.0,1,59,Bugbeer,8055,1
1,71.0,3,71,Cola,9149,1
0,8.0,5,69,Beerbeer,6612,0
0,9.0,4,44,Beerbeer,581,1
1,87.0,2,38,Beerbeer,7515,0
1,49.0,2,57,Cola,7172,0
1,65.0,2,11,Cola,7003,1
0,100.0,2,49,Beerbeer,8393,0
1,71.0,2,63,Bugbeer,4842,1
1,36.0,2,33,Water,9426,1
0,72.0,3,55,Beerbeer,6125,0
0,39.0,5,50,Fanta,2396,0
0,44.0,4,61,Beerbeer,9402,1
1,83.0,1,46,Strong beer,4210,0
1,33.0,5,52,Fanta,5735,0
0,33.0,0,55,Strong beer,244,0
0,45.0,4,76,Strong beer,5619,1
0,100.0,2,28,Strong beer,9036,0
1,13.0,2,30,Bugbeer,3714,1
1,42.0,1,40,Bugbeer,7163,0
1,61.0,0,64,Strong beer,9009,0
0,65.0,0,13,Water,2943,1
1,99.0,2,78,Strong beer,475,0
1,96.0,5,47,Cola,8565,1
1,44.0,5,57,Fanta,7006,0
0,15.0,5,27,Fanta,3506,0
1,12.0,0,58,Strong beer,1064,1
1,56.0,5,16,Cola,4797,1
0,48.0,4,32,Beerbeer,8650,1
1,100.0,1,22,Fanta,6554,0
0,74.0,5,16,Water,4543,1
0,26.0,3,73,Bugbeer,2899,1
1,48.0,2,79,Bugbeer,4096,0
0,11.0,0,49,Water,7524,0
1,32.0,1,10,Cola,2710,0
1,95.0,5,22,Strong beer,4285,1
1,73.0,0,12,Water,3168,0
0,65.0,3,14,Water,7413,1
0,49.0,3,23,Beerbeer,1372,0
0,36.0,1,37,Beerbeer,8059,1
0,49.0,3,53,Beerbeer,2674,1
1,95.0,5,22,Cola,3366,1
0,31.0,2,71,Strong beer,6339,0
1,91.0,5,41,Cola,5369,1
0,83.0,0,55,Cola,1145,1
1,52.0,2,57,Cola,3019,0
1,27.0,2,60,Bugbeer,2910,0
1,73.0,3,79,Beerbeer,1457,1
0,14.0,2,24,Bugbeer,7890,0
1,2.0,0,80,Water,1062,1
1,50.0,0,63,Strong beer,5790,0
1,69.0,2,68,Water,4150,0
1,26.0,4,35,Cola,2436,1
1,20.0,2,65,Cola,8188,0
1,96.0,1,55,Strong beer,5400,1
1,33.0,4,59,Bugbeer,3358,0
1,30.0,3,76,Beerbeer,6986,0
0,63.0,3,36,Cola,299,1
1,85.0,1,28,Water,8842,0
0,73.0,1,45,Cola,3120,1
1,100.0,4,62,Cola,425,1
1,20.0,1,71,Water,5147,0
1,67.0,2,48,Strong beer,2954,1
1,77.0,5,73,Fanta,309,0
1,90.0,5,68,Fanta,2283,1
0,100.0,0,77,Water,2066,0
1,49.0,0,53,Cola,5439,1
1,69.0,3,31,Water,647,1
1,100.0,0,69,Strong beer,5959,1
1,21.0,5,29,Water,5360,1
0,100.0,2,60,Beerbeer,6515,1
0,45.0,3,47,Water,273,1
1,33.0,4,70,Strong beer,84,0
1,17.0,2,56,Water,8836,1
0,95.0,5,71,Bugbeer,6482,1
0,38.0,0,56,Strong beer,2130,0
1,90.0,0,79,Bugbeer,879,0
1,52.0,4,20,Water,1410,0
0,41.0,5,19,Fanta,5587,1
1,19.0,0,63,Fanta,8602,1
1,61.0,3,51,Beerbeer,8274,0
1,38.0,2,80,Beerbeer,6736,0
1,40.0,4,25,Fanta,1524,1
0,15.0,1,72,Cola,1019,1
0,58.0,2,35,Bugbeer,9012,1
0,100.0,0,74,Cola,3780,1
0,35.0,0,28,Bugbeer,7904,0
0,2.0,2,33,Fanta,8938,1
1,69.0,0,50,Bugbeer,5027,0
0,74.0,0,15,Cola,5047,1
1,50.0,3,12,Fanta,8545,1
0,11.0,0,51,Cola,7053,1
1,100.0,0,69,Strong beer,9466,1
0,67.0,3,21,Fanta,3773,1
1,69.0,1,68,Beerbeer,4498,1
1,87.0,3,23,Fanta,6839,0
1,97.0,4,27,Water,4372,1
0,77.0,1,74,Water,4173,0
1,68.0,1,38,Strong beer,2951,1
0,36.0,0,57,Bugbeer,5746,0
0,70.0,5,31,Beerbeer,8400,1
1,26.0,5,43,Fanta,1587,1
1,93.0,0,33,Water,2737,0
0,22.0,2,51,Bugbeer,8817,1
1,55.0,3,66,Fanta,3364,1
1,12.0,2,45,Beerbeer,1102,1
1,87.0,1,23,Cola,3194,1
0,24.0,0,74,Cola,4969,1
0,65.0,1,79,Cola,8394,1
1,16.0,2,59,Beerbeer,5018,0
0,15.0,2,23,Water,934,1
0,12.0,4,29,Beerbeer,7686,1
1,100.0,1,35,Water,9017,1
0,86.0,5,70,Bugbeer,7691,0
0,78.0,1,20,Fanta,6632,0
1,69.0,3,60,Strong beer,1632,1
1,87.0,2,19,Water,9548,0
1,62.0,2,69,Cola,7697,0
0,54.0,2,19,Cola,9532,1
1,55.0,2,16,Water,3373,1
0,2.0,5,33,Bugbeer,7001,1
0,94.0,3,71,Bugbeer,5523,1
0,100.0,2,63,Beerbeer,9792,0
1,56.0,2,67,Fanta,8140,0
1,30.0,4,22,Bugbeer,8470,1
1,49.0,4,80,Fanta,8467,1
0,41.0,0,35,Beerbeer,5995,1
1,76.0,0,29,Cola,7511,0
1,59.0,1,62,Beerbeer,8792,0
0,100.0,1,58,Fanta,8126,1
0,88.0,5,29,Beerbeer,1565,1
0,61.0,1,31,Cola,8747,1
1,32.0,3,46,Beerbeer,5681,0
0,3.0,2,48,Beerbeer,211,0
1,61.0,3,57,Strong beer,9397,0
0,64.0,4,33,Beerbeer,6118,1
0,15.0,2,56,Bugbeer,3852,1
0,26.0,0,25,Strong beer,7559,1
1,100.0,1,51,Fanta,2322,0
1,54.0,3,43,Strong beer,3984,0
1,47.0,3,31,Strong beer,3972,1
1,19.0,2,24,Water,4279,0
1,76.0,0,12,Cola,8135,1
0,20.0,5,35,Water,2598,0
1,36.0,4,50,Water,7775,0
1,61.0,3,20,Water,2759,1
0,55.0,2,37,Strong beer,516,1
0,89.0,2,29,Beerbeer,6546,0
0,99.0,5,78,Bugbeer,6044,1
1,74.0,3,27,Bugbeer,9097,1
1,3.0,5,43,Strong beer,9371,1
1,29.0,1,54,Bugbeer,6363,1
0,79.0,3,51,Strong beer,8948,1
0,39.0,4,47,Strong beer,9162,1
0,58.0,2,35,Beerbeer,7812,1
0,76.0,5,51,Beerbeer,9398,1
0,97.0,3,32,Beerbeer,5096,0
1,19.0,0,60,Strong beer,5487,0
1,100.0,5,68,Fanta,7928,0
0,26.0,4,30,Cola,6141,1
1,41.0,1,14,Cola,7744,1
1,31.0,2,17,Fanta,5693,1
0,89.0,2,59,Cola,1313,0
1,38.0,3,44,Cola,2667,0
0,44.0,4,53,Strong beer,9153,0
1,49.0,1,27,Strong beer,537,1
1,46.0,5,55,Beerbeer,4089,1
0,6.0,5,29,Cola,8500,1
1,59.0,3,42,Beerbeer,2901,1
0,30.0,2,67,Bugbeer,788,1
0,34.0,5,31,Beerbeer,6393,1
0,58.0,2,47,Fanta,5491,1
0,63.0,2,70,Bugbeer,2292,0
0,86.0,0,46,Beerbeer,1901,1
0,27.0,4,80,Fanta,4217,0
0,68.0,0,24,Fanta,6788,0
1,100.0,2,28,Bugbeer,714,0
1,83.0,2,38,Bugbeer,9121,1
0,4.0,0,21,Bugbeer,6202,0
0,93.0,0,33,Bugbeer,3239,1
1,90.0,3,12,Cola,6501,1
0,68.0,2,55,Strong beer,3784,0
1,80.0,2,45,Bugbeer,8876,1
1,76.0,0,11,Water,4915,1
1,17.0,2,60,Strong beer,2986,1
0,71.0,5,33,Strong beer,6236,1
1,89.0,0,48,Beerbeer,6871,1
1,10.0,4,46,Cola,6170,1
1,0.0,5,65,Strong beer,8116,1
0,58.0,2,39,Fanta,5449,0
1,68.0,4,19,Water,7498,1
0,9.0,0,15,Fanta,5750,1
0,55.0,2,32,Fanta,4281,1
1,43.0,2,67,Water,9392,1
0,66.0,2,43,Beerbeer,7363,1
0,78.0,3,23,Bugbeer,8156,1
0,73.0,0,40,Cola,5407,0
0,76.0,4,67,Beerbeer,5668,0
0,80.0,2,19,Water,5123,0
1,96.0,2,72,Cola,3383,1
0,89.0,0,45,Water,3070,1
0,100.0,5,59,Water,6787,0
1,7.0,3,73,Bugbeer,7874,1
1,1.0,5,64,Bugbeer,1649,1
1,75.0,1,41,Fanta,8098,1
1,36.0,2,33,Bugbeer,9105,1
0,86.0,2,63,Beerbeer,4650,0
1,12.0,2,79,Beerbeer,1685,1
0,95.0,2,20,Cola,9852,0
0,8.0,2,31,Beerbeer,4064,1
0,97.0,1,69,Beerbeer,2155,0
0,34.0,2,11,Fanta,3255,1
0,49.0,4,76,Cola,19,0
1,21.0,2,43,Cola,920,1
0,39.0,5,64,Bugbeer,8935,0
0,73.0,3,71,Bugbeer,3455,1
1,71.0,5,49,Cola,6534,1
0,54.0,2,20,Water,7247,0
1,57.0,5,42,Water,7962,1
0,52.0,0,65,Beerbeer,3031,1
0,13.0,0,22,Beerbeer,9704,0
1,4.0,4,76,Strong beer,8716,0
1,93.0,2,37,Bugbeer,6156,1
1,40.0,4,19,Water,4703,1
1,15.0,3,73,Cola,1980,1
1,20.0,5,62,Strong beer,6036,0
0,47.0,4,65,Fanta,3774,0
1,100.0,1,10,Water,6456,0
0,71.0,5,22,Cola,4887,0
0,17.0,4,64,Strong beer,1181,1
1,48.0,2,67,Cola,8350,1
1,57.0,5,78,Bugbeer,4053,1
0,38.0,5,80,Water,5949,0
0,9.0,3,36,Bugbeer,1791,1
1,57.0,4,43,Fanta,3231,0
0,43.0,3,69,Strong beer,5200,0
1,28.0,2,16,Water,973,0
1,33.0,4,27,Bugbeer,8575,1
1,80.0,3,49,Cola,9262,1
1,79.0,4,42,Fanta,91,1
0,18.0,2,40,Water,8982,1
1,18.0,2,70,Fanta,4523,1
1,21.0,3,43,Cola,981,0
0,82.0,4,25,Water,5490,0
0,7.0,1,39,Strong beer,290,0
0,56.0,0,61,Strong beer,4965,1
0,12.0,5,27,Fanta,4860,0
1,24.0,5,62,Strong beer,1289,1
1,30.0,3,18,Water,1240,0
0,77.0,5,24,Bugbeer,7119,1
1,42.0,5,10,Water,2391,1
0,46.0,2,25,Fanta,4504,1
0,26.0,5,20,Cola,3478,1
1,56.0,5,13,Cola,7985,1
0,27.0,1,58,Beerbeer,1414,0
1,61.0,4,21,Fanta,6280,1
1,74.0,0,28,Water,8287,0
1,88.0,5,38,Strong beer,5646,1
0,71.0,2,72,Beerbeer,7907,1
0,75.0,0,45,Beerbeer,122,0
0,97.0,2,45,Strong beer,8416,0
1,88.0,3,38,Water,9938,1
1,63.0,1,46,Bugbeer,9312,0
1,58.0,2,55,Bugbeer,7223,1
1,87.0,2,65,Cola,3434,1
1,49.0,0,24,Bugbeer,6007,0
1,35.0,2,30,Strong beer,3328,1
0,4.0,5,27,Fanta,9404,1
1,3.0,0,62,Water,1708,0
0,100.0,4,29,Water,5261,1
1,29.0,1,32,Strong beer,115,1
0,21.0,0,54,Bugbeer,1327,0
1,89.0,4,23,Water,5839,1
0,61.0,3,51,Beerbeer,4701,0
1,100.0,2,73,Fanta,337,1
1,79.0,2,16,Water,9429,0
0,59.0,4,40,Water,7071,0
0,12.0,1,27,Strong beer,7341,1
0,65.0,4,45,Strong beer,4877,1
0,97.0,3,51,Beerbeer,5459,1
0,56.0,5,16,Cola,3786,1
1,80.0,2,15,Water,7340,1
1,39.0,2,65,Fanta,251,0
0,47.0,2,21,Water,493,1
1,59.0,3,61,Cola,697,1
0,11.0,0,18,Cola,5762,0
1,77.0,5,53,Bugbeer,9931,0
1,81.0,1,43,Strong beer,9793,0
